name,value,date
C#,4.00,2008_06_02
C#,3.70,2008_07_03
C#,4.33,2008_08_03
C#,3.77,2008_09_06
C#,4.03,2008_10_02
C#,4.58,2008_11_03
C#,5.61,2009_00_02
C#,5.06,2009_01_01
C#,4.32,2009_02_05
C#,4.06,2009_03_07
C#,4.27,2009_04_01
C#,4.54,2009_05_04
C#,4.54,2009_06_02
C#,4.44,2009_07_01
C#,4.19,2009_08_05
C#,4.42,2009_09_02
C#,5.35,2009_10_02
C#,6.26,2009_11_02
C#,5.77,2010_00_05
C#,5.01,2010_01_07
C#,4.26,2010_02_07
C#,4.43,2010_03_05
C#,4.78,2010_04_15
C#,5.73,2010_06_06
C#,4.99,2010_06_30
C#,5.02,2010_08_11
C#,4.96,2010_09_02
C#,5.71,2010_10_03
C#,6.69,2010_11_07
C#,6.23,2011_00_02
C#,6.81,2011_01_08
C#,7.21,2011_02_08
C#,7.19,2011_03_03
C#,7.54,2011_04_02
C#,6.84,2011_05_05
C#,6.84,2011_05_27
C#,6.22,2011_06_08
C#,6.04,2011_07_03
C#,6.82,2011_08_10
C#,6.72,2011_09_09
C#,7.32,2011_10_07
C#,8.21,2011_11_04
C#,8.76,2012_00_08
C#,8.65,2012_01_05
C#,8.24,2012_02_11
C#,7.35,2012_03_08
C#,6.82,2012_04_09
C#,7.03,2012_05_10
C#,6.67,2012_06_04
C#,6.59,2012_07_10
C#,6.60,2012_08_02
C#,6.53,2012_09_05
C#,5.59,2012_10_04
C#,5.55,2012_11_02
C#,6.20,2013_00_05
C#,6.68,2013_01_08
C#,6.60,2013_02_11
C#,6.15,2013_03_07
C#,6.12,2013_04_08
C#,5.78,2013_05_09
C#,6.21,2013_06_07
C#,6.21,2013_06_12
C#,6.12,2013_07_04
C#,5.56,2013_08_11
C#,5.72,2013_09_10
C#,6.02,2013_10_09
C#,5.62,2013_11_06
C#,5.85,2014_00_01
C#,6.45,2014_01_08
C#,5.57,2014_02_03
C#,4.82,2014_03_10
C#,3.75,2014_04_07
C#,3.94,2014_05_08
C#,4.05,2014_06_06
C#,3.41,2014_07_11
C#,4.35,2014_08_01
C#,4.75,2014_09_03
C#,4.98,2014_10_08
C#,4.33,2014_11_07
C#,5.05,2015_00_06
C#,5.74,2015_01_05
C#,4.92,2015_02_07
C#,4.95,2015_03_13
C#,5.26,2015_04_13
C#,5.06,2015_05_06
C#,5.65,2015_06_12
C#,4.84,2015_07_06
C#,4.91,2015_08_05
C#,4.82,2015_09_04
C#,4.32,2015_10_07
C#,4.11,2015_11_04
C#,4.71,2016_00_02
C#,4.40,2016_01_02
C#,4.27,2016_02_03
C#,3.80,2016_03_07
C#,4.48,2016_04_06
C#,3.79,2016_05_05
C#,3.92,2016_06_04
C#,4.91,2016_07_06
C#,5.49,2016_08_08
C#,4.37,2016_09_07
C#,3.66,2016_10_05
C#,3.17,2016_11_04
C#,4.04,2017_00_07
C#,4.90,2017_01_08
C#,4.41,2017_02_07
C#,3.58,2017_03_09
C#,3.46,2017_04_06
C#,3.53,2017_05_03
C#,3.52,2017_06_07
C#,4.20,2017_07_02
C#,4.78,2017_08_06
C#,3.86,2017_09_05
C#,3.01,2017_10_12
C#,2.82,2017_11_09
C#,3.75,2018_00_03
C#,4.45,2018_01_08
C#,5.07,2018_02_07
C#,5.27,2018_03_01
C#,4.40,2018_04_06
C#,4.31,2018_05_10
C#,3.79,2018_06_07
C#,3.54,2018_07_01
C#,3.30,2018_08_03
C#,3.49,2018_09_05
C#,3.95,2018_10_08
C#,3.45,2018_11_02
C#,3.28,2019_00_04
C#,2.85,2019_01_06
C#,3.27,2019_02_02
C#,3.52,2019_03_07
C#,3.98,2019_04_04
C#,4.48,2019_05_09
C#,4.36,2019_06_06
C#,3.84,2019_07_05
C#,3.40,2019_08_09
C#,3.86,2019_09_05
C#,4.32,2019_10_03
C#,4.80,2019_11_06
C#,5.35,2020_00_05
C#,5.93,2020_01_04
C#,5.32,2020_02_04
C#,4.74,2020_03_02
C#,4.29,2020_04_02
C#,4.73,2020_05_01
C#,5.25,2020_06_04
C#,4.68,2020_07_02
C#,4.58,2020_08_06
C#,4.16,2020_09_04
Visual Basic,0.33,2010_08_11
Visual Basic,0.33,2010_09_02
Visual Basic,0.32,2010_10_03
Visual Basic,0.26,2010_11_07
Visual Basic,0.26,2011_00_02
Visual Basic,0.59,2011_01_08
Visual Basic,0.56,2011_02_08
Visual Basic,0.34,2011_03_03
Visual Basic,0.48,2011_04_02
Visual Basic,0.43,2011_05_05
Visual Basic,0.43,2011_05_27
Visual Basic,0.48,2011_06_08
Visual Basic,0.46,2011_07_03
Visual Basic,0.31,2011_08_10
Visual Basic,0.48,2011_09_09
Visual Basic,0.53,2011_10_07
Visual Basic,0.36,2011_11_04
Visual Basic,0.48,2012_00_08
Visual Basic,0.80,2012_01_05
Visual Basic,0.78,2012_02_11
Visual Basic,0.98,2012_03_08
Visual Basic,1.27,2012_04_09
Visual Basic,1.22,2012_05_10
Visual Basic,0.92,2012_06_04
Visual Basic,0.88,2012_07_10
Visual Basic,0.84,2012_08_02
Visual Basic,0.60,2012_09_05
Visual Basic,0.77,2012_10_04
Visual Basic,0.89,2012_11_02
Visual Basic,1.04,2013_00_05
Visual Basic,1.01,2013_01_08
Visual Basic,0.89,2013_02_11
Visual Basic,1.10,2013_03_07
Visual Basic,1.13,2013_04_08
Visual Basic,1.07,2013_05_09
Visual Basic,1.25,2013_06_07
Visual Basic,1.25,2013_06_12
Visual Basic,1.32,2013_07_04
Visual Basic,1.84,2013_08_11
Visual Basic,1.93,2013_09_10
Visual Basic,1.97,2013_10_09
Visual Basic,1.69,2013_11_06
Visual Basic,1.56,2014_00_01
Visual Basic,1.80,2014_01_08
Visual Basic,1.86,2014_02_03
Visual Basic,1.75,2014_03_10
Visual Basic,1.26,2014_04_07
Visual Basic,1.91,2014_05_08
Visual Basic,1.49,2014_06_06
Visual Basic,1.31,2014_07_11
Visual Basic,1.53,2014_08_01
Visual Basic,1.75,2014_09_03
Visual Basic,2.06,2014_10_08
Visual Basic,2.23,2014_11_07
Visual Basic,1.07,2015_00_06
Visual Basic,2.03,2015_01_05
Visual Basic,2.33,2015_02_07
Visual Basic,2.13,2015_03_13
Visual Basic,2.97,2015_04_13
Visual Basic,3.17,2015_05_06
Visual Basic,2.42,2015_06_12
Visual Basic,2.71,2015_07_06
Visual Basic,2.06,2015_08_05
Visual Basic,2.46,2015_09_04
Visual Basic,2.22,2015_10_07
Visual Basic,2.39,2015_11_04
Visual Basic,2.58,2016_00_02
Visual Basic,2.45,2016_01_02
Visual Basic,2.56,2016_02_03
Visual Basic,2.27,2016_03_07
Visual Basic,2.32,2016_04_06
Visual Basic,2.35,2016_05_05
Visual Basic,2.52,2016_06_04
Visual Basic,2.52,2016_07_06
Visual Basic,2.34,2016_08_08
Visual Basic,2.66,2016_09_07
Visual Basic,3.17,2016_10_05
Visual Basic,3.30,2016_11_04
Visual Basic,2.96,2017_00_07
Visual Basic,2.82,2017_01_08
Visual Basic,3.17,2017_02_07
Visual Basic,3.25,2017_03_09
Visual Basic,3.39,2017_04_06
Visual Basic,3.11,2017_05_03
Visual Basic,3.05,2017_06_07
Visual Basic,2.57,2017_07_02
Visual Basic,1.98,2017_08_06
Visual Basic,2.74,2017_09_05
Visual Basic,2.91,2017_10_12
Visual Basic,2.47,2017_11_09
Visual Basic,3.26,2018_00_03
Visual Basic,4.07,2018_01_08
Visual Basic,4.08,2018_02_07
Visual Basic,4.95,2018_03_01
Visual Basic,4.12,2018_04_06
Visual Basic,3.76,2018_05_10
Visual Basic,4.25,2018_06_07
Visual Basic,4.76,2018_07_01
Visual Basic,5.31,2018_08_03
Visual Basic,5.88,2018_09_05
Visual Basic,6.49,2018_10_08
Visual Basic,7.13,2018_11_02
Visual Basic,6.46,2019_00_04
Visual Basic,7.09,2019_01_06
Visual Basic,6.43,2019_02_02
Visual Basic,5.80,2019_03_07
Visual Basic,5.19,2019_04_04
Visual Basic,4.62,2019_05_09
Visual Basic,4.21,2019_06_06
Visual Basic,3.69,2019_07_05
Visual Basic,3.29,2019_08_09
Visual Basic,3.74,2019_09_05
Visual Basic,4.23,2019_10_03
Visual Basic,4.74,2019_11_06
Visual Basic,5.29,2020_00_05
Visual Basic,5.86,2020_01_04
Visual Basic,5.26,2020_02_04
Visual Basic,4.72,2020_03_02
Visual Basic,4.18,2020_04_02
Visual Basic,4.69,2020_05_01
Visual Basic,5.23,2020_06_04
Visual Basic,4.66,2020_07_02
Visual Basic,4.12,2020_08_06
Visual Basic,3.97,2020_09_04
JavaScript,1.55,2001_05_30
JavaScript,1.72,2001_06_30
JavaScript,1.66,2001_07_30
JavaScript,1.63,2001_08_28
JavaScript,1.51,2001_09_26
JavaScript,1.47,2001_10_28
JavaScript,1.46,2001_11_31
JavaScript,2.73,2002_00_30
JavaScript,1.48,2002_01_27
JavaScript,1.47,2002_02_29
JavaScript,1.37,2002_03_29
JavaScript,1.36,2002_04_29
JavaScript,1.43,2002_05_29
JavaScript,1.15,2002_06_31
JavaScript,2.02,2002_07_29
JavaScript,1.91,2002_08_29
JavaScript,1.98,2002_09_30
JavaScript,2.49,2002_10_29
JavaScript,2.42,2002_11_31
JavaScript,2.92,2003_00_31
JavaScript,2.81,2003_01_28
JavaScript,2.63,2003_02_31
JavaScript,3.26,2003_03_30
JavaScript,1.72,2003_04_30
JavaScript,1.69,2003_05_30
JavaScript,1.79,2003_06_31
JavaScript,1.90,2003_07_31
JavaScript,1.66,2003_08_30
JavaScript,1.92,2003_09_31
JavaScript,1.74,2003_10_30
JavaScript,1.74,2003_11_31
JavaScript,2.14,2004_00_31
JavaScript,2.06,2004_01_29
JavaScript,1.78,2004_02_31
JavaScript,1.78,2004_03_30
JavaScript,1.45,2004_04_30
JavaScript,1.61,2004_05_30
JavaScript,1.68,2004_06_31
JavaScript,1.51,2004_07_30
JavaScript,1.27,2004_08_30
JavaScript,1.20,2004_09_31
JavaScript,1.59,2004_10_30
JavaScript,1.70,2004_11_31
JavaScript,1.78,2005_00_31
JavaScript,1.65,2005_01_28
JavaScript,1.64,2005_02_31
JavaScript,1.44,2005_03_30
JavaScript,1.39,2005_04_31
JavaScript,1.78,2005_05_30
JavaScript,1.92,2005_06_31
JavaScript,1.77,2005_07_31
JavaScript,2.04,2005_08_30
JavaScript,1.84,2005_11_03
JavaScript,1.54,2006_00_04
JavaScript,1.51,2006_01_02
JavaScript,1.73,2006_02_01
JavaScript,1.57,2006_03_02
JavaScript,2.19,2006_04_01
JavaScript,1.46,2006_05_01
JavaScript,2.11,2006_06_02
JavaScript,2.02,2006_07_02
JavaScript,2.44,2006_08_02
JavaScript,2.20,2006_09_01
JavaScript,2.31,2006_10_02
JavaScript,2.56,2006_11_01
JavaScript,2.84,2007_00_02
JavaScript,2.98,2007_01_03
JavaScript,3.49,2007_02_03
JavaScript,3.14,2007_03_01
JavaScript,3.07,2007_04_05
JavaScript,2.62,2007_05_02
JavaScript,2.51,2007_06_02
JavaScript,2.58,2007_07_05
JavaScript,2.72,2007_08_02
JavaScript,2.68,2007_09_04
JavaScript,2.93,2007_10_04
JavaScript,2.73,2007_11_03
JavaScript,3.20,2008_00_03
JavaScript,2.33,2008_01_07
JavaScript,2.93,2008_05_01
JavaScript,2.76,2008_06_02
JavaScript,2.89,2008_07_03
JavaScript,3.13,2008_08_03
JavaScript,2.67,2008_09_06
JavaScript,2.93,2008_10_02
JavaScript,2.97,2008_11_03
JavaScript,3.36,2009_00_02
JavaScript,3.54,2009_01_01
JavaScript,3.61,2009_02_05
JavaScript,3.68,2009_03_07
JavaScript,3.55,2009_04_01
JavaScript,4.02,2009_05_04
JavaScript,3.51,2009_06_02
JavaScript,2.81,2009_07_01
JavaScript,3.00,2009_08_05
JavaScript,3.03,2009_09_02
JavaScript,2.92,2009_10_02
JavaScript,3.51,2009_11_02
JavaScript,2.71,2010_00_05
JavaScript,2.64,2010_01_07
JavaScript,2.65,2010_02_07
JavaScript,2.47,2010_03_05
JavaScript,2.08,2010_04_15
JavaScript,2.43,2010_06_06
JavaScript,2.40,2010_06_30
JavaScript,1.66,2010_08_11
JavaScript,1.66,2010_09_02
JavaScript,1.66,2010_10_03
JavaScript,1.51,2010_11_07
JavaScript,1.59,2011_00_02
JavaScript,2.56,2011_01_08
JavaScript,1.87,2011_02_08
JavaScript,1.51,2011_03_03
JavaScript,1.39,2011_04_02
JavaScript,1.50,2011_05_05
JavaScript,1.50,2011_05_27
JavaScript,2.24,2011_06_08
JavaScript,1.56,2011_07_03
JavaScript,1.47,2011_08_10
JavaScript,2.19,2011_09_09
JavaScript,2.56,2011_10_07
JavaScript,2.20,2011_11_04
JavaScript,2.32,2012_00_08
JavaScript,2.46,2012_01_05
JavaScript,3.39,2012_02_11
JavaScript,2.88,2012_03_08
JavaScript,2.13,2012_04_09
JavaScript,1.47,2012_05_10
JavaScript,1.45,2012_06_04
JavaScript,1.37,2012_07_10
JavaScript,1.33,2012_08_02
JavaScript,1.26,2012_09_05
JavaScript,1.28,2012_10_04
JavaScript,1.32,2012_11_02
JavaScript,1.98,2013_00_05
JavaScript,1.42,2013_01_08
JavaScript,1.37,2013_02_11
JavaScript,1.51,2013_03_07
JavaScript,1.54,2013_04_08
JavaScript,1.65,2013_05_09
JavaScript,1.84,2013_06_07
JavaScript,1.84,2013_06_12
JavaScript,2.09,2013_07_04
JavaScript,2.01,2013_08_11
JavaScript,2.04,2013_09_10
JavaScript,2.05,2013_10_09
JavaScript,1.85,2013_11_06
JavaScript,1.58,2014_00_01
JavaScript,1.93,2014_01_08
JavaScript,1.90,2014_02_03
JavaScript,1.75,2014_03_10
JavaScript,1.79,2014_04_07
JavaScript,2.00,2014_05_08
JavaScript,1.81,2014_06_06
JavaScript,2.17,2014_07_11
JavaScript,2.45,2014_08_01
JavaScript,1.77,2014_09_03
JavaScript,2.09,2014_10_08
JavaScript,2.43,2014_11_07
JavaScript,3.27,2015_00_06
JavaScript,3.51,2015_01_05
JavaScript,3.63,2015_02_07
JavaScript,3.30,2015_03_13
JavaScript,3.13,2015_04_13
JavaScript,2.30,2015_05_06
JavaScript,2.19,2015_06_12
JavaScript,2.16,2015_07_06
JavaScript,2.34,2015_08_05
JavaScript,2.29,2015_09_04
JavaScript,2.47,2015_10_07
JavaScript,2.36,2015_11_04
JavaScript,2.57,2016_00_02
JavaScript,2.20,2016_01_02
JavaScript,2.33,2016_02_03
JavaScript,2.57,2016_03_07
JavaScript,2.34,2016_04_06
JavaScript,2.58,2016_05_05
JavaScript,2.64,2016_06_04
JavaScript,2.71,2016_07_06
JavaScript,2.93,2016_08_08
JavaScript,2.75,2016_09_07
JavaScript,2.71,2016_10_05
JavaScript,2.86,2016_11_04
JavaScript,2.85,2017_00_07
JavaScript,2.87,2017_01_08
JavaScript,2.67,2017_02_07
JavaScript,2.85,2017_03_09
JavaScript,3.07,2017_04_06
JavaScript,3.02,2017_05_03
JavaScript,2.61,2017_06_07
JavaScript,2.10,2017_07_02
JavaScript,2.02,2017_08_06
JavaScript,3.01,2017_09_05
JavaScript,2.97,2017_10_12
JavaScript,2.47,2017_11_09
JavaScript,3.47,2018_00_03
JavaScript,3.16,2018_01_08
JavaScript,3.92,2018_02_07
JavaScript,3.49,2018_03_01
JavaScript,2.92,2018_04_06
JavaScript,2.50,2018_05_10
JavaScript,2.83,2018_06_07
JavaScript,2.41,2018_07_01
JavaScript,2.13,2018_08_03
JavaScript,2.28,2018_09_05
JavaScript,2.66,2018_10_08
JavaScript,3.06,2018_11_02
JavaScript,3.30,2019_00_04
JavaScript,2.85,2019_01_06
JavaScript,2.43,2019_02_02
JavaScript,2.51,2019_03_07
JavaScript,2.69,2019_04_04
JavaScript,2.72,2019_05_09
JavaScript,2.30,2019_06_06
JavaScript,2.26,2019_07_05
JavaScript,2.13,2019_08_09
JavaScript,2.08,2019_09_05
JavaScript,1.93,2019_10_03
JavaScript,2.09,2019_11_06
JavaScript,2.45,2020_00_05
JavaScript,2.06,2020_01_04
JavaScript,2.05,2020_02_04
JavaScript,2.38,2020_03_02
JavaScript,2.68,2020_04_02
JavaScript,2.27,2020_05_01
JavaScript,2.48,2020_06_04
JavaScript,2.87,2020_07_02
JavaScript,2.54,2020_08_06
JavaScript,2.14,2020_09_04
PHP,1.90,2001_05_30
PHP,1.38,2001_06_30
PHP,1.55,2001_07_30
PHP,1.55,2001_08_28
PHP,1.78,2001_09_26
PHP,4.87,2001_10_28
PHP,7.27,2001_11_31
PHP,8.27,2002_00_30
PHP,7.44,2002_01_27
PHP,7.03,2002_02_29
PHP,5.05,2002_03_29
PHP,5.22,2002_04_29
PHP,5.18,2002_05_29
PHP,6.50,2002_06_31
PHP,5.35,2002_07_29
PHP,4.96,2002_08_29
PHP,5.28,2002_09_30
PHP,7.30,2002_10_29
PHP,7.61,2002_11_31
PHP,4.49,2003_00_31
PHP,4.01,2003_01_28
PHP,4.61,2003_02_31
PHP,4.53,2003_03_30
PHP,4.78,2003_04_30
PHP,3.83,2003_05_30
PHP,4.68,2003_06_31
PHP,5.44,2003_07_31
PHP,5.80,2003_08_30
PHP,3.57,2003_09_31
PHP,5.74,2003_10_30
PHP,6.31,2003_11_31
PHP,7.26,2004_00_31
PHP,7.63,2004_01_29
PHP,9.76,2004_02_31
PHP,7.17,2004_03_30
PHP,8.71,2004_04_30
PHP,10.32,2004_05_30
PHP,10.43,2004_06_31
PHP,8.23,2004_07_30
PHP,7.42,2004_08_30
PHP,7.59,2004_09_31
PHP,11.45,2004_10_30
PHP,9.48,2004_11_31
PHP,10.28,2005_00_31
PHP,9.41,2005_01_28
PHP,8.72,2005_02_31
PHP,9.20,2005_03_30
PHP,7.97,2005_04_31
PHP,9.17,2005_05_30
PHP,7.87,2005_06_31
PHP,8.89,2005_07_31
PHP,9.67,2005_08_30
PHP,9.63,2005_11_03
PHP,9.40,2006_00_04
PHP,8.92,2006_01_02
PHP,9.95,2006_02_01
PHP,10.88,2006_03_02
PHP,10.22,2006_04_01
PHP,9.59,2006_05_01
PHP,10.35,2006_06_02
PHP,9.64,2006_07_02
PHP,9.13,2006_08_02
PHP,9.86,2006_09_01
PHP,9.21,2006_10_02
PHP,8.54,2006_11_01
PHP,7.94,2007_00_02
PHP,8.85,2007_01_03
PHP,9.46,2007_02_03
PHP,8.64,2007_03_01
PHP,8.74,2007_04_05
PHP,8.87,2007_05_02
PHP,8.65,2007_06_02
PHP,9.70,2007_07_05
PHP,10.20,2007_08_02
PHP,9.50,2007_09_04
PHP,8.69,2007_10_04
PHP,8.39,2007_11_03
PHP,9.20,2008_00_03
PHP,9.89,2008_01_07
PHP,10.21,2008_05_01
PHP,9.52,2008_06_02
PHP,9.35,2008_07_03
PHP,9.24,2008_08_03
PHP,8.61,2008_09_06
PHP,8.94,2008_10_02
PHP,9.13,2008_11_03
PHP,8.88,2009_00_02
PHP,8.78,2009_01_01
PHP,9.48,2009_02_05
PHP,9.89,2009_03_07
PHP,9.92,2009_04_01
PHP,9.67,2009_05_04
PHP,9.27,2009_06_02
PHP,9.39,2009_07_01
PHP,10.16,2009_08_05
PHP,10.36,2009_09_02
PHP,10.18,2009_10_02
PHP,9.77,2009_11_02
PHP,10.07,2010_00_05
PHP,10.00,2010_01_07
PHP,9.91,2010_02_07
PHP,9.66,2010_03_05
PHP,9.07,2010_04_15
PHP,8.57,2010_06_06
PHP,9.18,2010_06_30
PHP,8.37,2010_08_11
PHP,8.32,2010_09_02
PHP,7.81,2010_10_03
PHP,7.51,2010_11_07
PHP,7.83,2011_00_02
PHP,6.97,2011_01_08
PHP,6.57,2011_02_08
PHP,6.58,2011_03_03
PHP,6.51,2011_04_02
PHP,6.60,2011_05_05
PHP,6.60,2011_05_27
PHP,6.18,2011_06_08
PHP,6.13,2011_07_03
PHP,6.60,2011_08_10
PHP,6.82,2011_09_09
PHP,6.10,2011_10_07
PHP,6.00,2011_11_04
PHP,5.70,2012_00_08
PHP,5.64,2012_01_05
PHP,5.55,2012_02_11
PHP,5.29,2012_03_08
PHP,5.71,2012_04_09
PHP,5.29,2012_05_10
PHP,5.01,2012_06_04
PHP,5.52,2012_07_10
PHP,5.61,2012_08_02
PHP,5.67,2012_09_05
PHP,5.73,2012_10_04
PHP,5.54,2012_11_02
PHP,5.55,2013_00_05
PHP,5.07,2013_01_08
PHP,4.81,2013_02_11
PHP,5.43,2013_03_07
PHP,5.78,2013_04_08
PHP,5.99,2013_05_09
PHP,7.19,2013_06_07
PHP,7.19,2013_06_12
PHP,6.69,2013_07_04
PHP,6.43,2013_08_11
PHP,6.09,2013_09_10
PHP,5.38,2013_10_09
PHP,5.28,2013_11_06
PHP,4.61,2014_00_01
PHP,4.22,2014_01_08
PHP,3.70,2014_02_03
PHP,2.77,2014_03_10
PHP,3.39,2014_04_07
PHP,2.85,2014_05_08
PHP,2.92,2014_06_06
PHP,2.86,2014_07_11
PHP,3.12,2014_08_01
PHP,2.94,2014_09_03
PHP,3.04,2014_10_08
PHP,2.75,2014_11_07
PHP,3.78,2015_00_06
PHP,3.17,2015_01_05
PHP,4.00,2015_02_07
PHP,3.01,2015_03_13
PHP,2.72,2015_04_13
PHP,2.87,2015_05_06
PHP,2.89,2015_06_12
PHP,2.73,2015_07_06
PHP,2.53,2015_08_05
PHP,2.56,2015_09_04
PHP,3.25,2015_10_07
PHP,2.79,2015_11_04
PHP,2.71,2016_00_02
PHP,2.77,2016_01_02
PHP,2.77,2016_02_03
PHP,2.99,2016_03_07
PHP,2.99,2016_04_06
PHP,3.23,2016_05_05
PHP,3.27,2016_06_04
PHP,3.17,2016_07_06
PHP,2.85,2016_08_08
PHP,2.74,2016_09_07
PHP,3.13,2016_10_05
PHP,2.92,2016_11_04
PHP,2.56,2017_00_07
PHP,3.07,2017_01_08
PHP,3.01,2017_02_07
PHP,3.38,2017_03_09
PHP,2.69,2017_04_06
PHP,2.77,2017_05_03
PHP,3.09,2017_06_07
PHP,2.29,2017_07_02
PHP,2.21,2017_08_06
PHP,2.79,2017_09_05
PHP,1.90,2017_10_12
PHP,1.59,2017_11_09
PHP,2.53,2018_00_03
PHP,3.42,2018_01_08
PHP,4.01,2018_02_07
PHP,4.22,2018_03_01
PHP,3.32,2018_04_06
PHP,2.88,2018_05_10
PHP,2.83,2018_06_07
PHP,2.93,2018_07_01
PHP,2.78,2018_08_03
PHP,2.79,2018_09_05
PHP,2.38,2018_10_08
PHP,2.44,2018_11_02
PHP,2.68,2019_00_04
PHP,2.27,2019_01_06
PHP,2.42,2019_02_02
PHP,2.24,2019_03_07
PHP,2.49,2019_04_04
PHP,2.57,2019_05_09
PHP,2.17,2019_06_06
PHP,2.08,2019_07_05
PHP,1.86,2019_08_09
PHP,1.91,2019_09_05
PHP,1.72,2019_10_03
PHP,2.05,2019_11_06
PHP,2.41,2020_00_05
PHP,2.02,2020_01_04
PHP,2.02,2020_02_04
PHP,2.37,2020_03_02
PHP,2.49,2020_04_02
PHP,2.26,2020_05_01
PHP,1.90,2020_06_04
PHP,2.24,2020_07_02
PHP,2.49,2020_08_06
PHP,2.09,2020_09_04
R,0.06,2007_04_05
R,0.07,2007_05_02
R,0.07,2007_06_02
R,0.06,2007_07_05
R,0.07,2007_08_02
R,0.07,2007_09_04
R,0.09,2007_10_04
R,0.09,2007_11_03
R,0.04,2008_00_03
R,0.06,2008_01_07
R,0.09,2008_05_01
R,0.08,2008_06_02
R,0.06,2008_07_03
R,0.07,2008_08_03
R,0.07,2008_09_06
R,0.08,2008_10_02
R,0.07,2008_11_03
R,0.07,2009_00_02
R,0.08,2009_01_01
R,0.08,2009_02_05
R,0.09,2009_03_07
R,0.10,2009_04_01
R,0.10,2009_05_04
R,0.10,2009_06_02
R,0.11,2009_07_01
R,0.09,2009_08_05
R,0.10,2009_09_02
R,0.10,2009_10_02
R,0.11,2009_11_02
R,0.10,2010_00_05
R,0.14,2010_01_07
R,0.15,2010_02_07
R,0.14,2010_03_05
R,0.20,2010_04_15
R,0.17,2010_06_06
R,0.18,2010_06_30
R,0.33,2010_08_11
R,0.36,2010_09_02
R,0.36,2010_10_03
R,0.54,2010_11_07
R,0.54,2011_00_02
R,0.56,2011_01_08
R,0.49,2011_02_08
R,0.42,2011_03_03
R,0.43,2011_04_02
R,0.37,2011_05_05
R,0.37,2011_05_27
R,0.36,2011_06_08
R,0.40,2011_07_03
R,0.39,2011_08_10
R,0.42,2011_09_09
R,0.50,2011_10_07
R,0.52,2011_11_04
R,0.60,2012_00_08
R,0.62,2012_01_05
R,0.50,2012_02_11
R,0.38,2012_03_08
R,0.38,2012_04_09
R,0.44,2012_05_10
R,0.44,2012_06_04
R,0.43,2012_07_10
R,0.44,2012_08_02
R,0.42,2012_09_05
R,0.42,2012_10_04
R,0.45,2012_11_02
R,0.44,2013_00_05
R,0.46,2013_01_08
R,0.53,2013_02_11
R,0.48,2013_03_07
R,0.54,2013_04_08
R,0.48,2013_05_09
R,0.51,2013_06_07
R,0.51,2013_06_12
R,0.39,2013_07_04
R,0.65,2013_08_11
R,0.55,2013_09_10
R,0.41,2013_10_09
R,0.25,2013_11_06
R,0.25,2014_00_01
R,0.25,2014_01_08
R,0.23,2014_02_03
R,0.26,2014_03_10
R,0.38,2014_04_07
R,0.67,2014_05_08
R,0.41,2014_06_06
R,0.52,2014_07_11
R,0.80,2014_08_01
R,1.52,2014_09_03
R,1.55,2014_10_08
R,1.63,2014_11_07
R,1.04,2015_00_06
R,0.96,2015_01_05
R,0.95,2015_02_07
R,1.03,2015_03_13
R,1.44,2015_04_13
R,1.52,2015_05_06
R,1.23,2015_06_12
R,1.01,2015_07_06
R,1.04,2015_08_05
R,0.99,2015_09_04
R,1.01,2015_10_07
R,1.12,2015_11_04
R,1.05,2016_00_02
R,1.19,2016_01_02
R,1.29,2016_02_03
R,1.27,2016_03_07
R,1.33,2016_04_06
R,1.54,2016_05_05
R,1.51,2016_06_04
R,1.61,2016_07_06
R,1.68,2016_08_08
R,1.74,2016_09_07
R,1.72,2016_10_05
R,1.83,2016_11_04
R,1.79,2017_00_07
R,1.92,2017_01_08
R,2.02,2017_02_07
R,2.14,2017_03_09
R,2.19,2017_04_06
R,2.15,2017_05_03
R,2.11,2017_06_07
R,1.77,2017_07_02
R,1.82,2017_08_06
R,1.68,2017_09_05
R,1.60,2017_10_12
R,1.91,2017_11_09
R,2.55,2018_00_03
R,2.09,2018_01_08
R,1.13,2018_02_07
R,1.81,2018_03_01
R,1.18,2018_04_06
R,1.45,2018_05_10
R,1.15,2018_06_07
R,0.96,2018_07_01
R,1.02,2018_08_03
R,1.21,2018_09_05
R,1.41,2018_10_08
R,1.11,2018_11_02
R,1.33,2019_00_04
R,1.04,2019_01_06
R,1.28,2019_02_02
R,1.18,2019_03_07
R,0.95,2019_04_04
R,0.91,2019_05_09
R,0.84,2019_06_06
R,0.82,2019_07_05
R,1.05,2019_08_09
R,1.26,2019_09_05
R,0.98,2019_10_03
R,0.99,2019_11_06
R,0.81,2020_00_05
R,1.01,2020_01_04
R,1.26,2020_02_04
R,1.54,2020_03_02
R,1.85,2020_04_02
R,2.19,2020_05_01
R,2.41,2020_06_04
R,2.79,2020_07_02
R,2.37,2020_08_06
R,1.99,2020_09_04
SQL,2.96,2001_05_30
SQL,2.77,2001_06_30
SQL,2.38,2001_07_30
SQL,2.36,2001_08_28
SQL,2.24,2001_09_26
SQL,1.84,2001_10_28
SQL,1.87,2001_11_31
SQL,1.94,2002_00_30
SQL,2.09,2002_01_27
SQL,2.06,2002_02_29
SQL,2.33,2002_03_29
SQL,2.36,2002_04_29
SQL,2.53,2002_05_29
SQL,2.66,2002_06_31
SQL,2.65,2002_07_29
SQL,2.54,2002_08_29
SQL,2.64,2002_09_30
